year,installed_capacity__as_on_march_,gaseous_pollutants___carbon_dioxide___ton_day,gaseous_pollutants___carbon_dioxide___ton_per_capita_day,gaseous_pollutants___sulphur_dioxide___ton_day,gaseous_pollutants___sulphur_dioxide___kg_per_capita_per_day,gaseous_pollutants___nitrogen_oxides___ton_day,gaseous_pollutants___nitrogen_oxides___kg_per_capita_per_day
2019,194444.5,2530000,0.00209,25853.3,0.02135,26600,0.02197
